"gvkey","tic","Company","conm","City","Number.of.Workers","WARN.Received.Date","Effective.Date"
"062391","ELNK","Earthlink, LLC","EARTHLINK HOLDINGS CORP","Rochester",52,"01/23/2015","05/02/2015"
"020529","ELRFF","Eastern Plating, LLC","EASTERN PLATINUM LTD",NA,119,"10/01/2024","10/01/2024"
"029392","EMN","Eastman Chemical Company","EASTMAN CHEMICAL CO","Springfield",60,"08/22/2024","10/21/2024-12/31/2024"
"004194","KODK","Eastman Kodak (Company Office)","EASTMAN KODAK CO","Rochester",1,"12/15/2014","03/14/2015"
"004194","KODK","Eastman Kodak Company (Company Office)","EASTMAN KODAK CO","Rochester",5,"11/13/2009","12/30/2009"
"004194","KODK","Eastman Kodak Company Office","EASTMAN KODAK CO","Rochester",5,"03/02/2009","05/23/2009"
"120358","TST","EatStreet Inc.","THESTREET INC","Madison",26,"06/21/2023","08/21/2023"
"004199","ETN","Eaton","EATON CORP PLC","Santa Ana",111,"11/16/2020","01/12/2021"
"004199","ETN","Eaton Corporation","EATON CORP PLC","Watertown",56,"09/09/2021","11/08/2021"
"034132","BSVN","Ebank","BANK7 CORP","Columbia",86,"10/15/2002","11/30/2002"
"114524","EBAY","Ebay, Inc.","EBAY INC","San Jose",115,"05/12/2012",NA
"176278","HENC","EchoStar Technologies LLC.","HERO TECHNOLOGIES INC","Atlanta",137,NA,"10/01/2016"
"021273","UGEIF","Eco International","UGE INTERNATIONAL LTD","Vestal",82,"09/27/2013","11/08/2013"
"004213","ECL","Ecolab","ECOLAB INC","Charlotte",60,"03/10/2016","05/09/2016"
"164312","ZDCAF","Edco Group, Inc","ZEDCOR INC","Norcross",103,NA,"02/08/2002"
"133366","EW","Edwards Lifesciences LLC","EDWARDS LIFESCIENCES CORP","One Edwards Way Irvine CA 92614",192,"09/04/2024","11/08/2024"
"220942","ENGIY","Egide USA, Inc.","ENGIE SA","Cambridge",60,"10/16/2002","12/20/2002"
"100418","ESAIY","Eisai Inc","EISAI CO LTD","Nutley",91,"01/01/2023","04/30/2023"
"100418","ESAIY","Eisai Inc.","EISAI CO LTD","Irving",51,"04/09/2015","06/09/2015"
"018204","ANIP","Elan Pharmaceuticals, Inc","ANI PHARMACEUTICALS INC","South San Francisco",202,"11/20/2012",NA
"018204","ANIP","Elan Pharmaceuticals, Inc.","ANI PHARMACEUTICALS INC","South San Francisco",131,"01/29/2011",NA
"026539","EGO","Eldorado Grill","ELDORADO GOLD CORP","Madison",47,"03/26/2020","03/17/2020"
"004273","ELRC","Electro Rent","ELECTRO RENT CORP","Roanoke",2,"07/13/2020","07/01/2020"
"004273","ELRC","Electro Rent Corporation","ELECTRO RENT CORP","Orlando",1,"05/13/2020","05/14/2020"
"014620","ELUXY","Electrolux","ELECTROLUX AB","St. Cloud",900,"01/01/2018","11/01/2019"
"016721","EA","Electronic Arts Inc","ELECTRONIC ARTS INC","Seattle, WA",45,"05/08/2017","07/03/2017"
"016721","EA","Electronic Arts Inc.","ELECTRONIC ARTS INC","209 Redwood Shores Parkway Redwood City CA 94065",65,"04/28/2023","05/19/2023"
"016721","EA","Electronic Arts, Inc","ELECTRONIC ARTS INC","Playa Vista",17,"04/13/2009",NA
"016721","EA","Electronic Arts, Inc.","ELECTRONIC ARTS INC","Austin",64,"02/24/2004","04/25/2004"
"043547","TLIH","Elegance International, Inc.","TEN-LEAGUE INTERNATI HOL LTD","Hollywood",5,"04/17/2020","03/26/2020"
"145046","ELV","Elevance Health","ELEVANCE HEALTH INC","Dearborn",90,"02/02/2024",NA
"145046","ELV","Elevance Health, Inc.","ELEVANCE HEALTH INC","21215 Burbank Blvd. Woodland Hills CA 91367",59,"10/15/2024","10/18/2024"
"006730","LLY","Eli Lilly and Company","LILLY (ELI) & CO","Indianapolis",500,"08/09/2010","11/30/2010"
"061763","RDEN","Elizabeth Arden","ELIZABETH ARDEN INC","Miami Lakes",15,"07/15/2005","09/11/2005"
"186955","ELLI","Ellie Mae, Inc.","ELLIE MAE INC","Pleasanton",90,"05/15/2019","07/14/2019"
"315318","ESI","Elster Solutions LLC","ELEMENT SOLUTIONS INC","Raleigh",98,"01/29/2013","03/28/2013"
"041050","EMBC","Embecta Corporation","EMBECTA CORP","Andover",118,"11/26/2024","02/03/2025-08/01/2025"
"176022","EBS","Emergent BioSolutions, Inc.","EMERGENT BIOSOLUTIONS INC","Lansing",68,"08/25/2024","10/25/2024"
"176022","EBS","Emergent Biosolutions, Inc.","EMERGENT BIOSOLUTIONS INC","Rockville",86,"05/16/2024","08/02/2024"
"004321","EMR","Emerson Electric Company","EMERSON ELECTRIC CO",NA,235,"05/30/2023","09/30/2023"
"009611","SCI","Empire International, Ltd.","SERVICE CORP INTERNATIONAL","Secaucus",273,"03/01/2020","03/15/2020"
"028641","KTEC.1","Ems Technology","KEY TECHNOLOGY INC","Norcross",30,NA,"03/30/2009"
"149102","VMSTF","Ems Ventures, Inc","VMS VENTURES INC","Augusta",106,NA,"10/26/2005"
"033759","TENB","Enable Inc.","TENABLE HOLDINGS INC","Princeton",243,"02/01/2023","04/10/2023"
"019273","ENBL","Enable Midstream","ENABLE MIDSTREAM PARTNERS LP","Shreveport",109,"03/11/2015","5/11/2015-12/31/2015"
"038488","COMP","Encompass","COMPASS INC","Jacksonville",169,"01/06/2003","1/6/2003-9/1/2003"
"038488","COMP","Encompass Group LLC","COMPASS INC","Rome",34,NA,"12/19/2014"
"121815","ECPG","Encore Capital Group","ENCORE CAPITAL GROUP INC","Riverview",69,"03/17/2014","6/2/2014-7/1/2014"
"007185","GENC","Encore Industries","GENCOR INDUSTRIES INC","Cambridge",89,"09/12/2023","9/12/2023-11/12/2023"
"027112","ECSIF","Endo Health Solutions","ECOBALT SOLUTIONS INC","Westbury",16,"02/28/2013",NA
"004409","ENZN","Endo Pharmaceuticals","ENZON PHARMACEUTICALS INC","Irvine",70,"11/09/2021","12/31/2021"
"004409","ENZN","Endo Pharmaceuticals Inc.","ENZON PHARMACEUTICALS INC","Irvine",75,"08/24/2021","01/01/2022"
"061388","EG","EnerVest Ltd.","EVEREST GROUP LTD","Houston",111,"04/30/2021","06/28/2021"
"031178","SNVVF","Energes Services, LLC","STEP ENERGY SERVICES LTD",NA,121,"10/30/2019","10/30/2019, 11/8/2019, 11/22/2019, 11/29/2019"
"023083","ENR","Energizer","ENERGIZER HOLDINGS INC","Franklin",64,"01/22/2024","04/01/2024"
"023083","ENR","Energizer Brands, LLC","ENERGIZER HOLDINGS INC","Bennington",24,"11/04/2020",NA
"023083","ENR","Energizer Holdings Inc.","ENERGIZER HOLDINGS INC","Portage",135,"01/05/2024","03/05/2024"
"023083","ENR","Energizer Holdings, Inc.","ENERGIZER HOLDINGS INC","Maryville",290,"01/28/2013","3/1/2013-11/30/2013"
"165649","ET","Energy Transfer","ENERGY TRANSFER LP","Tulsa",108,"01/06/2020",NA
"160893","ENS","Enersys","ENERSYS","Cleveland",95,"12/22/2015","02/19/2016‐05/31/2016"
"061616","E","Ennis Paint Inc.","ENI SPA","St. Augustine",30,"11/25/2008","01/05/2009"
"032396","NVNO","Enovate Medical","ENVVENO MEDICAL CORPORATION","Canton",145,"04/08/2014",NA
"187450","ENPH","Enphase Energy, Inc.","ENPHASE ENERGY INC","Petaluma",60,"01/30/2017","03/31/2017"
"063405","GERN","Enron Corporation","GERON CORP","Houston",97,"10/30/2006","12/31/2006"
"137573","ENTG","Entegris, Inc.","ENTEGRIS INC","San Diego",16,"09/19/2018","12/31/2018"
"184086","ENTCF","Entercom","ENTREC CORP","Los Angeles",5,"09/30/2020","07/01/2020"
"007366","ETR","Entergy","ENTERGY CORP","Vernon",148,"11/18/2014",NA
"139986","CAWLF","Entergy Services, Inc.","CWC ENERGY SERVICES CORP","Jackson",115,"08/14/2017","10/10/2017"
"161789","ETOLF","Enterprise","ENTERPRISE GROUP INC","SLC",216,"05/01/2020",NA
"161789","ETOLF","Enterprise Holding Group","ENTERPRISE GROUP INC","Burlington",63,"04/20/2020",NA
"161789","ETOLF","Enterprise Holdings","ENTERPRISE GROUP INC","Tulsa",5,"06/22/2020",NA
"161789","ETOLF","Enterprise Holdings - IT","ENTERPRISE GROUP INC","Multiple Locations",23,"06/24/2020","06/30/2020"
"161789","ETOLF","Enterprise Holdings - PDX","ENTERPRISE GROUP INC","Portland",18,"04/23/2020","04/30/2020"
"161789","ETOLF","Enterprise Holdings COVID19","ENTERPRISE GROUP INC",NA,141,"04/24/2020","04/30/2020"
"161789","ETOLF","Enterprise Holdings LLC*","ENTERPRISE GROUP INC","Stratford",77,"04/30/2020","04/30/2020"
"161789","ETOLF","Enterprise Holdings, LLC","ENTERPRISE GROUP INC",NA,6,"05/07/2020","04/30/2020"
"161789","ETOLF","Enterprise Holdings-Airport","ENTERPRISE GROUP INC","San Antonio",135,"04/28/2020","04/30/2020"
"063122","ECIA","Envision","ENCISION INC","Norfolk",15,"03/31/2017",NA
"036576","EVOH","Envoy Air","EVOAIR HOLDINGS INC","Palm Springs",52,"03/08/2016","05/04/2016"
"036576","EVOH","Envoy Air Inc.","EVOAIR HOLDINGS INC","Jamaica",1,"08/26/2015","11/30/2015"
"036576","EVOH","Envoy Air, Inc.","EVOAIR HOLDINGS INC","Miami",478,"11/03/2014","1/9/2015-4/30/2015"
"036576","EVOH","Envoy Air. Inc.","EVOAIR HOLDINGS INC","Jamaica",693,"05/22/2015","06/01/2015"
"027939","TENX","Enzyvant Therapeutics, Inc.","TENAX THERAPEUTICS INC","Cary",23,"04/20/2023","07/24/2023"
"004423","EFX","Equifax","EQUIFAX INC","Overland Park",74,"04/01/1999",NA
"004423","EFX","Equifax Inc.","EQUIFAX INC","Garden City",33,"11/14/2018","02/16/2019"
"004423","EFX","Equifax, Inc.","EQUIFAX INC","West Des Moines",52,"11/14/2018","01/02/2019"
"138743","EQIX","Equinix","EQUINIX INC","1 Lagoon Drive Redwood City CA 94065",87,"11/12/2024","12/06/2024"
"138743","EQIX","Equinox Holdings Inc.","EQUINIX INC","New York",70,"04/22/2020","04/24/2020"
"008873","STR.3","Equistar","QUESTAR CORP","Sulphur",4,"02/26/2009","04/28/2009"
"032767","EQH","Equitable Bag Co., Inc.","EQUITABLE HOLDINGS INC",NA,320,"05/12/1999",NA
"110382","EQY","Equity One, Inc.","EQUITY ONE INC","Miami Beach",48,"01/23/2017","03/01/2017"
"184868","EACIQ","Erico","ERICKSON INC","Niles",156,"10/18/1999","12/31/1999"
"184868","EACIQ","Ericsson","ERICKSON INC","Rockville",15,"05/29/2003","07/31/2003"
"184868","EACIQ","Ericsson Inc.","ERICKSON INC","3200 El Camino Real #180 Irvine CA 92602",76,"09/15/2023","09/29/2023"
"184868","EACIQ","Ericsson, Inc","ERICKSON INC","Redmond",3,"06/10/2004","07/30/2004"
"184868","EACIQ","Ericsson, Inc.","ERICKSON INC","Plano",6,"10/23/2023","01/05/2024"
"010236","ACNT","Ernest Industries","ASCENT INDUSTRIES CO","Westland",70,"10/16/2018",NA
"002829","RFIL","Ero Industries, Inc.","R F INDUSTRIES LTD","Hazlehurst",130,NA,"10/12/2004"
"001447","AXP","Ervin Express LLC","AMERICAN EXPRESS CO",NA,32,"09/21/2021","09/30/2021"
"010981","ESND","Essendant Co.","ESSENDANT INC","Hanover",101,"03/11/2024","05/17/2024"
"010981","ESND","Essendant Company","ESSENDANT INC","Woburn",82,"01/18/2024","3/15/2024-7/1/2024"
"010981","ESND","Essendant Inc.","ESSENDANT INC","Whittier",123,"10/09/2017","12/15/2017"
"018745","ESNT","Essentra","ESSENT GROUP LTD","Moorestown",118,"12/01/2020","01/18/2021"
"004460","ESL","Esterline Technologies Company","ESTERLINE TECHNOLOGIES CORP","Duluth",65,NA,"12/31/2015"
"027983","AEMD","Ethox Medical, LLC","AETHLON MEDICAL INC","Buffalo",53,"10/01/2014",NA
"040321","ENGN","Eugene-506","ENGENE HOLDINGS INC","Eugene",15,"07/30/2023","06/30/2023"
"039365","EWCZ","European Wax Center","EUROPEAN WAX CENTER INC","Hallandale",100,"08/06/2019","10/01/2019"
"184580","EACO","Evapco, Inc.","EACO CORP","Newton",25,"12/05/2023","01/31/2024"
"034076","EB","Eventbrite","EVENTBRITE INC",NA,161,"04/27/2020","04/08/2020"
"034076","EB","Eventbrite, Inc.","EVENTBRITE INC","San Francisco",44,"09/11/2017","08/30/2017"
"034076","EB","Eventbrite, Inc. dba Eventbrite","EVENTBRITE INC","San Francisco",124,"04/20/2020","04/08/2020"
"033694","EVER","EverQuote, Inc","EVERQUOTE INC","Evansville",98,"06/30/2023","08/28/2023"
"027874","EVBG","Everbrite, LLC","EVERBRIDGE INC","Milwaukee",116,"03/04/2020","04/27/2020"
"106573","EVGEF","Evergreen Packaging","EVERGREEN GAMING CORP","Clinton",112,"06/30/2014","09/01/2014"
"163678","EVRI","Everi","EVERI HOLDINGS INC","Oklahoma City",4,"03/23/2020",NA
"033694","EVER","Evernote Corporation","EVERQUOTE INC","2400 Broadway Suite 210 Redwood City CA 94063",65,"02/23/2023","02/17/2023"
"023818","EVH","Evolent Health","EVOLENT HEALTH INC","Chicago",155,"01/12/2023","01/12/2023"
"023818","EVH","Evolent Health LLC","EVOLENT HEALTH INC","New York",49,"12/12/2019","03/31/2020"
"032919","EOLS","Evolus, Inc.","EVOLUS INC","Newport Beach",101,"04/29/2020","04/21/2020"
"187766","ERA","Evraz","ERA GROUP INC","Claymont",375,"10/14/2013",NA
"141277","EXAS","Exact Sciences","EXACT SCIENCES CORP","Baltimore",58,"01/29/2024","03/31/2024"
"026882","EXRTF","Exacta","EXACTEARTH LTD","Wichita",6,"07/24/2020",NA
"004476","EXAR","Exar Corporation","EXAR CORP","Fremont",59,"05/27/2012",NA
"005608","HXL","Excel","HEXCEL CORP","Glen Burnie",68,"07/09/2007","08/19/2007"
"005608","HXL","Excel Corporation","HEXCEL CORP","Fenton",119,"04/24/2000",NA
"005608","HXL","Excel Inc.","HEXCEL CORP","Monroe",69,"06/23/2010",NA
"005608","HXL","Excel, Inc.","HEXCEL CORP","Philadelphia",125,"12/01/2008","05/01/2009"
"024801","LTCCF","Excelitas Technologies Corp.","LITE ACCESS TECHNOLOGIES INC","Salem",70,"03/19/2024","6/28/2024-12/31/2024"
"024801","LTCCF","Excelitas Technologies, Inc.","LITE ACCESS TECHNOLOGIES INC","Fremont",155,"06/26/2019","09/30/2019"
"007422","EXCE","Exco Resources LLC","EXCO RESOURCES INC","Warrendale",70,"02/01/2013","04/05/2013"
"008539","EXC","Exel","EXELON CORP","New Holland",97,"11/01/2014","12/31/2014"
"008539","EXC","Exel INC","EXELON CORP","Springfield",91,"10/30/2015","01/08/2016"
"008539","EXC","Exel Inc.","EXELON CORP","Ontario",92,"11/17/2015","01/18/2015"
"008539","EXC","Exel, Inc.","EXELON CORP","Columbus",278,"01/26/2015","04/17/2015"
"032074","XELA","Exela Technologies","EXELA TECHNOLOGIES INC","Livonia",44,"10/17/2023",NA
"133885","EXEL","Exelis","EXELIXIS INC","Fort Benning",550,NA,"05/04/2014"
"133885","EXEL","Exelis Inc.","EXELIXIS INC","Fort Wayne",356,"09/25/2015","06/30/2016"
"133885","EXEL","Exelixis, Inc","EXELIXIS INC","San Diego",36,"05/10/2010",NA
"133885","EXEL","Exelixis, Inc.","EXELIXIS INC","1851 Harbor Pay Parkway Alameda CA 94502",143,"02/27/2024","03/08/2024"
"008539","EXC","Exelon","EXELON CORP","Valhalla",25,"06/27/2018","09/24/2018"
"156418","EXC2","Exelon Generation","EXELON GENERATION CO LLC","Forked River",65,"04/01/2019","06/30/2019"
"156418","EXC2","Exelon Generation Company, LLC","EXELON GENERATION CO LLC","Forked River",84,"05/01/2018","06/22/2018"
"034614","XTF","Exeter Finance LLC","EXETER FINANCE CORP -REDH","Clearfield",238,"04/15/2020",NA
"034614","XTF","Exeter Finance, LLC","EXETER FINANCE CORP -REDH","Irving",29,"04/07/2020","04/07/2020"
"032074","XELA","Exide Technologies","EXELA TECHNOLOGIES INC","Kansas City",223,"05/21/2020",NA
"032074","XELA","Exide Technoloies","EXELA TECHNOLOGIES INC","Salina",765,"05/22/2020",NA
"162449","EXLS","ExlService.com, LLC","EXLSERVICE HOLDINGS INC","Lee's Summit",82,"12/06/2019","01/31/2020"
"028074","EOSS","Exo-s","EOS INC","Howe",56,"10/12/2023","10/15/2023"
"126296","EXPE","Expedia Group, Inc.","EXPEDIA GROUP INC","Dallas",116,"08/04/2020","10/07/2020"
"126296","EXPE","Expedia, Inc.","EXPEDIA GROUP INC","Seattle",36,"05/29/2024","08/01/2024"
"184323","EXPRQ","Express","EXPRESS INC","Columbus",615,"04/22/2024","06/20/2024-07/04/2024"
"184323","EXPRQ","Express Group Holdings","EXPRESS INC","Michigan City",5,"11/09/2016","11/07/2016"
"025356","ESRX","Express Scripts","EXPRESS SCRIPTS HOLDING CO","Columbus",456,"04/10/2018","06/10/2018"
"025356","ESRX","Express Scripts (ESI)","EXPRESS SCRIPTS HOLDING CO","Trevose",210,"03/01/2017","05/28/2017"
"025356","ESRX","Express Scripts, Inc.","EXPRESS SCRIPTS HOLDING CO","West Hills",8,"11/16/2010",NA
"025356","ESRX","Express Scripts-Irving","EXPRESS SCRIPTS HOLDING CO","Irving",148,"04/30/2014","06/29/2014"
"019163","STAY","Extended Stay","EXTENDED STAY AMERICA INC","Spartanburg",98,"06/01/2012",NA
"013992","EXETF","Extendicare Arbors","EXTENDICARE INC","Toledo",135,"12/08/2009","02/07/2010"
"023864","EXTN","Exterran","EXTERRAN CORP","Youngstown",68,"12/18/2015","01/14/2016‐03/31/2016"
"062311","NSFDF","Exterran Energy Solutions","NXT ENERGY SOLUTIONS INC","Broken Arrow",0,"01/13/2021",NA
"062311","NSFDF","Exterran Energy Solutions, L.P.","NXT ENERGY SOLUTIONS INC","Victoria",74,"11/28/2007","11/27/2007"
"023864","EXTN","Exterran, Inc.","EXTERRAN CORP","Broken Arrow",193,"03/03/2009",NA
"160479","EXR","Extra Space Storage","EXTRA SPACE STORAGE INC","Columbia",33,"07/06/2005","07/15/2005"
"027677","XOG","Extraction Oil and Gas Inc","EXTRACTION OIL & GAS INC",NA,62,"07/17/2020","07/17/2020"
"119574","EXTR","Extreme Networks, Inc.","EXTREME NETWORKS INC","San Jose",74,"10/31/2019","11/01/2019"
"004503","XOM","Exxon Mobil","EXXON MOBIL CORP","Exton",74,"09/01/2004","11/01/2004"
"004503","XOM","Exxon Mobil (Big Lake)","EXXON MOBIL CORP","Big Lake",2,"08/01/2024","09/30/2024"
"004503","XOM","Exxon Mobil Campus","EXXON MOBIL CORP","Spring",677,"12/02/2020","02/02/2021"
"004503","XOM","Exxon Mobil Corporation","EXXON MOBIL CORP","Fairfax",180,"11/01/2011","01/22/2012"
"004503","XOM","Exxon Mobile","EXXON MOBIL CORP","macon",3,NA,"05/10/2020"
"004503","XOM","ExxonMobil CORS","EXXON MOBIL CORP","Tampa",196,"08/29/2008","10/29/2008"
"039061","FXLV","F 45 Training Inc.","F45 TRAINING HLDNGS INC","Austin",78,"07/28/2022","09/25/2022"
"039061","FXLV","F45 Training, Inc","F45 TRAINING HLDNGS INC","El Segundo",6,"03/02/2021","04/27/2021"
"148217","FRP","FAIRPOINT COMMUNICATIONS SOLUTIONS CORP.","FAIRPOINT COMMUNICATIONS INC","Birmingham",60,"12/18/2000","12/18/2000"
"062823","FCN","FBD Consulting Company","FTI CONSULTING INC","Overland Park",115,"11/22/2005",NA
"063268","KDUS","FCA US LLC","CADUS CORPORATION","Toledo",1134,"11/06/2024","01/05/2025-01/19/2025"
"065718","GPI","FCI Automotive","GROUP 1 AUTOMOTIVE INC","Brecksville",103,"01/15/2003","06/01/2003"
"004600","FDML","FEDERAL MOGUL","FEDERAL-MOGUL HOLDINGS CORP","Jacksonville",47,"07/16/2018","09/07/2018"
"004600","FDML","FEDERAL-MOGUL","FEDERAL-MOGUL HOLDINGS CORP","Jacksonville",56,"09/28/2017","12/15/2017"
"031881","FEIC","FEI","FEI CO","Atlanta",1,NA,"07/14/2014"
"039048","FA","FIRST Advantage","FIRST ADVANTAGE CORP","St. Petersburg",100,"09/18/2012","11/17/2012-11/30/2012"
"066355","FXNC","FIRST NATION GROUP, LLC","FIRST NATIONAL CORP/VA","Detroit",35,"10/07/2021",NA
"187287","FTTN","FIRST TRANSIT INC","FIRST TITAN CORP",NA,88,"07/27/2020","09/01/2020"
"038770","FIGS","FIS","FIGS INC","Birmingham",214,"05/03/2022","06/30/2022"
"174637","ICFI","FLIK International Corporation","ICF INTERNATIONAL INC","New York",31,"11/13/2018","02/11/2019"
"164563","NWPIF","FLINT GROUP","FLINT CORP",NA,81,"03/27/2019","06/30/2019"
"004818","FLR","FLUOR","FLUOR CORP","MT LAUREL",128,"03/01/2009","05/18/2009"
"043915","FLYE","FLYTE","FLY-E GROUP INC","Roswell",10,NA,"07/10/2020"
"163946","CF","FM Industries Inc","CF INDUSTRIES HOLDINGS INC","Fort Worth",112,"12/01/2005","02/13/2006"
"165914","CMG","FM Restaurants HQ, LLC dba El Torito Mexican Grill","CHIPOTLE MEXICAN GRILL INC","34521 Golden Lantern Stret Dana Point CA 92629",42,"12/06/2023","01/05/2024"
"004510","FMC","FMC","FMC CORP","PLAINSBORO",73,"05/01/2006","04/12/2006"
"004510","FMC","FMC Corporation","FMC CORP","Philadelphia",53,"03/01/2018","09/30/2018"
"020539","PBFX","FMC Logistics, LLC","PBF LOGISTICS LP","Quakertown",121,"09/01/2024","10/29/2024"
"142811","FTI.1","FMC Technologies","FMC TECHNOLOGIES INC","Oklahoma City",57,"07/14/2016",NA
"163058","VQSSF","FPMI SOLUTIONS, INC.","VIQ SOLUTIONS INC","Arab",89,"10/14/2008","12/29/2008"
"163058","VQSSF","FPMI Solutions","VIQ SOLUTIONS INC","Orlando",14,"05/23/2007","06/08/2007"
"033067","FTSI","FTS International","FTS INTERNATIONAL INC","Shreveport",192,"08/08/2018","08/08/2018"
"033067","FTSI","FTS International Services","FTS INTERNATIONAL INC","Elk City",118,"04/20/2020",NA
"011708","FNCX","FUNCTION INC","FUNCTION(X) INC","Caledonia",68,"03/15/2023",NA
"197658","PLTYF","Facet Technologies","PLASTEC TECHNOLOGIES LTD","Atlanta",119,NA,"03/01/2019"
"175110","AYR","Faircast, Inc","AIRCASTLE LTD","Fairfield",46,"03/12/2024","04/13/2024"
"065643","FCS","Fairchild Semiconductor","FAIRCHILD SEMICONDUCTOR INTL","Salt Lake City",361,"04/30/2015",NA
"185277","FMSA","Fairmont Santrol","FAIRMOUNT SANTROL HOLDINGS","Hagar City",3,"04/14/2016","04/14/2016"
"148217","FRP","Fairpoint Communications","FAIRPOINT COMMUNICATIONS INC","South Burlington",57,"05/27/2015",NA
"023994","NNWWF","Falck Northwest Corporation","NORTH WEST CO INC","Mountlake Terrace, Fife",123,"09/16/2022","12/15/2022"
"033344","AMRCF","Family Resources Inc","AM RESOURES CORP","Davenport",0,"06/17/2024","06/14/2024"
"004579","FARM","Farmer Brothers","FARMER BROS CO","Torrance",271,"02/13/2015","05/01/2015"
"018094","FMBL","Farmers & Mechanics Bank","FARMERS & MERCHANTS BANK/CA","Frederick",164,"07/02/2003","08/29/2003"
"004579","FARM","Farmers Group Inc.","FARMER BROS CO","Vestal",55,"01/03/2014","04/04/2014"
"004579","FARM","Farmers Group, Inc","FARMER BROS CO","Plantation",103,"11/14/2016","12/30/2016"
"004579","FARM","Farmers Group, Inc.","FARMER BROS CO","6303 Owensmouth Avenue Woodland Hills CA 91367",84,"08/08/2024","10/07/2024"
"004579","FARM","Farmers Group, Inc. - 6301","FARMER BROS CO","6301 Owensmouth Avenue Woodland Hills CA 91367",64,"09/28/2023","10/30/2023"
"012597","LAKE","Farmland Industries, Inc.","LAKELAND INDUSTRIES INC","Lawrence KS",145,"07/01/1999",NA
"007085","MAS","Fasco","MASCO CORP","Eldon",422,"12/11/2008","02/08/2009"
"035120","FSLY","Fastly, Inc.","FASTLY INC","475 Brannan Street, Ste 300 San Francisco CA 94107",52,"08/12/2024","10/11/2024"
"045502","FTRK","Fastrac","FAST TRACK GROUP","Springfield",63,"02/14/2003","05/02/2003"
"018562","FATE","Fate Therapeutics, Inc.","FATE THERAPEUTICS INC","701 Gateway Blvd. Suite 300 South San Francisco CA 94080",21,"01/24/2023","03/06/2023"
